id,googleTopic,week_id,value
ice-cream,/m/0cxn2,2016-12,17
ice-cream,/m/0cxn2,2016-13,16
ice-cream,/m/0cxn2,2016-14,16
ice-cream,/m/0cxn2,2016-15,17
ice-cream,/m/0cxn2,2016-16,19
ice-cream,/m/0cxn2,2016-17,18
ice-cream,/m/0cxn2,2016-18,18
ice-cream,/m/0cxn2,2016-19,20
ice-cream,/m/0cxn2,2016-20,20
ice-cream,/m/0cxn2,2016-21,23
ice-cream,/m/0cxn2,2016-22,26
ice-cream,/m/0cxn2,2016-23,23
ice-cream,/m/0cxn2,2016-24,24
ice-cream,/m/0cxn2,2016-25,26
ice-cream,/m/0cxn2,2016-26,28
ice-cream,/m/0cxn2,2016-27,28
ice-cream,/m/0cxn2,2016-28,27
ice-cream,/m/0cxn2,2016-29,31
ice-cream,/m/0cxn2,2016-30,27
ice-cream,/m/0cxn2,2016-31,25
ice-cream,/m/0cxn2,2016-32,23
ice-cream,/m/0cxn2,2016-33,22
ice-cream,/m/0cxn2,2016-34,21
ice-cream,/m/0cxn2,2016-35,19
ice-cream,/m/0cxn2,2016-36,20
ice-cream,/m/0cxn2,2016-37,16
ice-cream,/m/0cxn2,2016-38,16
ice-cream,/m/0cxn2,2016-39,14
ice-cream,/m/0cxn2,2016-40,14
ice-cream,/m/0cxn2,2016-41,14
ice-cream,/m/0cxn2,2016-42,15
ice-cream,/m/0cxn2,2016-43,26
ice-cream,/m/0cxn2,2016-44,27
ice-cream,/m/0cxn2,2016-45,27
ice-cream,/m/0cxn2,2016-46,26
ice-cream,/m/0cxn2,2016-47,27
ice-cream,/m/0cxn2,2016-48,24
ice-cream,/m/0cxn2,2016-49,25
ice-cream,/m/0cxn2,2016-50,24
ice-cream,/m/0cxn2,2016-51,31
ice-cream,/m/0cxn2,2016-52,100
